Ns,FD,Time
"Stock Price: 50, Strike Price: 50, Interest Rate: 0.1, Volatility: 0.4, Period: 0.4167, BlackScholes Value: 4.076100608769622",,
10,5.746326776763329,703.0963897705078
11,4.896016801367428,477.07557678222656
12,2.8018687594027147,463.9625549316406
13,4.416644074789543,451.08795166015625
14,4.903794706309551,452.7568817138672
15,4.488845590735781,446.7964172363281
16,3.340940430648378,456.09474182128906
17,4.260826837015843,448.9421844482422
18,4.552608348311935,471.1151123046875
19,4.315459421653173,472.06878662109375
20,3.628719622732792,465.8699035644531
21,4.201085508392714,464.9162292480469
22,4.384700955606124,466.8235778808594
23,4.230272543300821,470.87669372558594
24,3.780055753916658,473.7377166748047
25,4.1679887592029266,473.7377166748047
26,4.292524283149386,475.16822814941406
27,4.1829287125715755,477.07557678222656
28,3.8642875218827983,474.2145538330078
29,4.145647124575175,478.98292541503906
30,4.236044775991177,483.0360412597656
31,4.153960664963986,808.2389831542969
32,3.915564956722664,631.0939788818359
33,4.129754328719869,562.9062652587891
34,4.198718046209717,528.8124084472656
35,4.134904022435691,1116.037368774414
36,3.9493770691697883,555.9921264648438
37,4.118214073482816,525.9513854980469
38,4.172714715294807,554.0847778320312
39,4.121674099413523,600.0995635986328
40,3.9730078201659813,555.0384521484375
41,4.109649064679225,533.1039428710938
42,4.1538656927692745,651.1211395263672
43,4.11210593348892,501.39427185058594
44,3.990231813249784,566.0057067871094
45,4.103144097612345,530.7197570800781
46,4.139763320995345,487.32757568359375
47,4.104959253248547,488.04283142089844
48,4.003195850067563,491.14227294921875
49,4.098096838662971,492.095947265625
50,4.128935212931446,494.0032958984375
51,4.099479361951064,491.14227294921875
52,4.013207798716933,488.9965057373047
53,4.094105795127774,488.9965057373047
54,4.120439392016737,505.20896911621094
55,4.095184829357718,586.0328674316406
56,4.021105758555086,594.8543548583984
57,4.090897244690794,524.9977111816406
58,4.113650242513353,534.0576171875
59,4.091756539564106,684.0229034423828
60,4.027448470881637,612.9741668701172
61,4.088280084267152,559.0915679931641
62,4.108138926868723,539.3028259277344
63,4.088976083009406,530.0045013427734
64,4.032620694242052,530.9581756591797
65,4.08611788442213,548.1243133544922
66,4.103603448374223,541.2101745605469
67,4.086689846974201,536.9186401367188
68,4.036894690458168,561.7141723632812
69,4.084311254688965,530.9581756591797
70,4.099826112262413,544.0711975097656
71,4.084787222614748,541.2101745605469
72,4.0404676585468415,562.1910095214844
73,4.0827864549973905,545.9785461425781
74,4.096646761003495,552.1774291992188
75,4.083186916182935,546.9322204589844
76,4.0434853475420285,559.8068237304688
77,4.081487870594943,550.0316619873047
78,4.093945431088625,555.0384521484375
79,4.0818280908924045,560.9989166259766
80,4.046057408782162,586.0328674316406
81,4.080372931685993,618.4577941894531
82,4.091630820395814,608.9210510253906
83,4.080664483376463,597.9537963867188
84,4.048267642975406,631.0939788818359
85,4.079408614781349,596.0464477539062
86,4.089632441769399,713.8252258300781
87,4.079660404795305,662.0883941650391
88,4.050180999221446,645.8759307861328
89,4.078568989041099,637.054443359375
90,4.087895174433562,684.7381591796875
91,4.07878796653381,632.0476531982422
92,4.051848454253534,643.0149078369141
93,4.077833466560566,632.7629089355469
94,4.086375410468447,625.1335144042969
95,4.078025119716093,648.9753723144531
96,4.053310476636632,645.1606750488281
97,4.077185535438217,125701.1890411377
98,4.085038283907176,28921.842575073242
99,4.077354246599032,1577.8541564941406
100,4.054599527087096,1339.1971588134766
101,4.076611829466252,1392.8413391113281
102,4.083855648139009,4634.14192199707
103,4.076761133116208,9762.048721313477
104,4.055741890177544,302787.06550598145
105,4.07610143613819,319150.9246826172
106,4.082804579167283,304708.00399780273
107,4.0762342090666355,311486.00578308105
108,4.056759034534296,419643.8789367676
109,4.0756453757669275,313108.9210510254
110,4.081866254023257,313416.9578552246
111,4.075763979113463,332862.85400390625
112,4.057668635497349,339241.02783203125
113,4.0752362050686095,289885.0440979004
114,4.081025100555926,297250.74768066406
115,4.075342591718014,328703.8803100586
116,4.058485352804669,285060.8825683594
117,4.074867712381329,332916.9750213623
118,4.0802681460443555,317396.879196167
119,4.0749635090688905,283313.9896392822
120,4.059221428220896,293213.1290435791
121,4.07453468110767,316406.9652557373
122,4.079584513200649,296990.15617370605
123,4.074621251836272,315804.95834350586
124,4.059887149275591,327232.12242126465
125,4.074232704483636,292457.81898498535
126,4.078965026634049,321219.20585632324
127,4.074311199972295,331007.0037841797
128,4.060491212361139,333388.090133667
129,4.073958039338888,289249.8970031738
130,4.078401902942025,288470.0298309326
131,4.074029435919574,336513.0424499512
132,4.061041009422126,280836.820602417
133,4.073707489748388,315642.8337097168
134,4.077888504713247,314673.90060424805
135,4.073772620213625,315179.10957336426
136,4.061542856090649,328789.94941711426
137,4.073478313795242,308598.0415344238
138,4.0774191438076235,304012.0601654053
139,4.073537892049201,320007.0858001709
