Nt,BT,Time
"Stock Price: 50, Strike Price: 50, Interest Rate: 0.1, Volatility: 0.4, Period: 0.4167, BlackScholes Value: 4.076100608769622",,
88,4.061650492580438,1457.9296112060547
89,4.089549698529566,1486.063003540039
90,4.06197114737028,1541.8529510498047
91,4.089253748023027,1562.8337860107422
92,4.062277880422305,1604.0802001953125
93,4.08897054172892,1648.9028930664062
94,4.062571579106407,1686.09619140625
95,4.088699273828619,1724.0047454833984
96,4.062853056949426,1762.8669738769531
97,4.088439205033919,1800.0602722167969
98,4.063123061158014,1863.9564514160156
99,4.088189655863389,1920.938491821289
100,4.06338227924254,1925.9452819824219
101,4.0879500007127065,1966.238021850586
102,4.0636313448615144,2063.751220703125
103,4.0877196626177055,2058.0291748046875
104,4.0638708429931265,2083.7783813476562
105,4.087498108620332,2186.0599517822266
106,4.064101314521226,2160.787582397461
107,4.0872848456489566,2192.0204162597656
108,4.064323260314445,2239.227294921875
109,4.087079416856914,2268.7911987304688
110,4.064537144857515,2315.044403076172
111,4.086881398355353,2352.2377014160156
112,4.064743399498314,2385.1394653320312
113,4.0866903962938395,2458.810806274414
114,4.064942425348342,2470.0164794921875
115,4.086506044246789,2521.038055419922
116,4.065134595889738,2543.210983276367
117,4.086328000865909,2600.9082794189453
118,4.065320259310513,2665.0428771972656
119,4.086155947772012,2649.7840881347656
120,4.065499740612182,2689.1231536865234
121,4.085989587655267,2754.688262939453
122,4.065673343508104,2768.993377685547
123,4.085828642558652,2815.0081634521484
124,4.0658413521383645,2864.837646484375
125,4.085672852331336,2921.8196868896484
126,4.066004032621026,2977.132797241211
127,4.085521973223622,3032.207489013672
128,4.066161634457589,3088.235855102539
129,4.085375776615227,3136.157989501953
130,4.066314391813368,3250.3604888916016
131,4.085234047858098,3243.2079315185547
132,4.066462524674449,3307.1041107177734
133,4.085096585226837,3348.827362060547
134,4.066606239906927,3407.001495361328
135,4.0849631989601,3448.009490966797
136,4.066745732219618,3523.8265991210938
137,4.084833710385969,3576.040267944336
138,4.066881185044946,3652.811050415039
139,4.084707951123216,3736.257553100586
140,4.067012771343986,3818.988800048828
141,4.0845857623534,3850.9368896484375
142,4.067140654341202,3856.8973541259766
143,4.084466994147434,3880.023956298828
144,4.067264988201612,3924.846649169922
145,4.084351504857094,3984.9281311035156
146,4.067385918650436,4040.956497192383
147,4.084239160546931,4083.1565856933594
148,4.067503583543692,4131.793975830078
149,4.084129834478288,4266.023635864258
150,4.067618113390892,4257.2021484375
151,4.08402340663235,4286.050796508789
152,4.067729631837808,4345.178604125977
153,4.0839197632704485,4427.909851074219
154,4.067838256113538,4454.851150512695
155,4.0838187965284485,4522.085189819336
156,4.067944097440182,4572.868347167969
157,4.083720404041332,4671.0968017578125
158,4.068047261413017,4755.973815917969
159,4.083624488600166,4746.913909912109
160,4.068147848351089,4903.078079223633
161,4.0835309578275,4971.981048583984
162,4.068245953624238,5014.896392822266
163,4.083439723884132,5098.104476928711
164,4.0683416679536695,5152.702331542969
165,4.083350703192262,5251.169204711914
166,4.068435077692086,5252.12287902832
167,4.083263816179707,5333.900451660156
168,4.068526265083295,5375.146865844727
169,4.083178987044822,5433.082580566406
170,4.0686153085027295,5511.045455932617
171,4.0830961435339415,5609.035491943359
172,4.068702282685118,5610.942840576172
173,4.083015216737151,5690.097808837891
174,4.06878725892954,5722.284317016602
175,4.082936140895075,5805.730819702148
176,4.068870305298005,5849.123001098633
177,4.08285885322488,5939.006805419922
178,4.068951486796379,6018.638610839844
179,4.082783293749477,6064.176559448242
180,4.0690308655410545,6124.973297119141
181,4.082709405144744,6179.8095703125
182,4.069108500922947,6242.036819458008
183,4.082637132594799,6356.000900268555
184,4.069184449749228,6401.06201171875
185,4.0825664236552415,6463.289260864258
186,4.069258766388937,6534.099578857422
187,4.082497228126588,6568.193435668945
188,4.069331502897399,6710.76774597168
189,4.082429497934513,6808.042526245117
190,4.069402709138169,6885.766983032227
191,4.082363187021306,6896.018981933594
192,4.069472432902299,7008.075714111328
193,4.082298251237675,7034.778594970703
194,4.06954072000761,7207.8704833984375
195,4.0822346482480345,7301.807403564453
196,4.069607614405835,7323.026657104492
197,4.082172337436939,7395.744323730469
198,4.069673158271311,7478.952407836914
199,4.082111279820055,7583.141326904297
200,4.069737392095447,7608.175277709961
201,4.082051437970429,7692.098617553711
202,4.069800354765005,7785.08186340332
203,4.0819927759317425,7813.215255737305
204,4.069862083644101,8013.010025024414
205,4.081935259154774,8005.1422119140625
206,4.069922614644687,8049.249649047852
207,4.0818788544246605,8102.893829345703
208,4.069981982300316,8192.062377929688
209,4.081823529800465,8313.894271850586
210,4.070040219829345,8320.093154907227
211,4.081769254552014,8454.084396362305
212,4.0700973591966,8462.905883789062
213,4.081715999101997,8516.073226928711
214,4.070153431174282,8662.700653076172
215,4.081663734977051,8705.13916015625
216,4.070208465393464,8774.042129516602
217,4.081612434753283,8838.176727294922
218,4.070262490400057,9224.176406860352
219,4.081562072008588,9081.840515136719
220,4.070315533701277,9133.100509643555
221,4.081512621277169,9266.853332519531
222,4.070367621816124,9383.201599121094
223,4.0814640580086605,9404.897689819336
224,4.070418780313019,9515.762329101562
225,4.081416358525929,9618.043899536133
226,4.070469033860015,9747.982025146484
227,4.081369499985748,9759.187698364258
228,4.070518406257436,9845.01838684082
229,4.081323460343405,9958.982467651367
230,4.070566920478984,10083.913803100586
231,4.0812782183186105,10115.14663696289
232,4.070614598706962,10187.864303588867
233,4.08123375336226,10279.89387512207
234,4.070661462364322,10422.945022583008
235,4.081190045624158,10447.263717651367
236,4.070707532150916,10580.778121948242
237,4.081147075925959,10642.290115356445
238,4.070752828069009,10761.97624206543
239,4.081104825729547,10789.155960083008
240,4.07079736945362,10870.933532714844
241,4.081063277114587,10994.911193847656
242,4.070841175004362,11095.046997070312
243,4.081022412748452,11147.022247314453
244,4.070884262804791,11194.944381713867
245,4.080982215867669,11315.82260131836
246,4.070926650351897,11400.938034057617
247,4.080942670250845,11487.007141113281
248,4.070968354579006,11558.771133422852
249,4.0809037601962235,11626.005172729492
250,4.0710093918782455,11811.73324584961
251,4.080865470505391,11856.794357299805
252,4.071049778119122,11962.175369262695
253,4.08082778645842,12067.079544067383
254,4.071089528674099,12136.93618774414
255,4.08079069379978,12312.650680541992
256,4.071128658434755,12347.936630249023
257,4.08075417871613,12792.110443115234
258,4.071167181829709,12719.154357910156
259,4.0807182278219125,12705.087661743164
260,4.071205112847462,12769.699096679688
261,4.080682828139551,12953.042984008789
262,4.071242465046557,12966.156005859375
263,4.08064796709165,13108.015060424805
264,4.071279251573645,13292.074203491211
265,4.080613632474761,13324.02229309082
266,4.071315485184194,13445.854187011719
267,4.080579812455508,13581.037521362305
268,4.071351178251343,13664.960861206055
269,4.080546495549795,13715.028762817383
270,4.071386342779253,13899.087905883789
271,4.080513670614315,14022.111892700195
272,4.07142099042373,14022.8271484375
273,4.080481326833516,14166.116714477539
274,4.071455132497878,14219.045639038086
275,4.080449453702306,14353.99055480957
276,4.071488779984569,14466.047286987305
277,4.080418041025032,14549.970626831055
278,4.071521943556788,14616.966247558594
279,4.080387078892665,14768.838882446289
280,4.071554633578122,14853.954315185547
281,4.0803565576828635,14959.096908569336
282,4.071586860119592,15179.157257080078
283,4.080326468043285,15228.033065795898
284,4.071618632968391,15400.171279907227
285,4.0802968008840494,15450.000762939453
286,4.071649961639223,15576.12419128418
287,4.080267547370019,15649.080276489258
288,4.071680855380617,15851.020812988281
289,4.080238698909954,15844.82192993164
290,4.071711323187179,15934.944152832031
291,4.080210247147897,16168.832778930664
292,4.071741373807178,16248.941421508789
293,4.080182183959584,16317.84439086914
294,4.071771015753033,16549.110412597656
295,4.080154501435861,16570.091247558594
296,4.071800257301577,16680.240631103516
297,4.0801271918844275,16905.06935119629
298,4.071829106514392,16952.037811279297
299,4.080100247819828,17092.94319152832
300,4.07185757123228,17257.9288482666
301,4.080073661950447,17295.122146606445
302,4.071885659091962,17489.910125732422
303,4.080047427184187,17519.712448120117
304,4.071913377530034,17652.034759521484
305,4.0800215366104355,17758.846282958984
306,4.0719407337839,17884.96971130371
307,4.0799959834979305,18108.129501342773
308,4.071967734908116,18208.980560302734
309,4.079970761294607,18189.90707397461
310,4.071994387772744,18345.83282470703
311,4.079945863611773,18433.094024658203
312,4.07202069907295,18614.768981933594
313,4.079921284226771,18683.195114135742
314,4.0720466753332305,18935.680389404297
315,4.079897017074946,19085.88409423828
316,4.072072322910261,19261.837005615234
317,4.079873056243943,19291.87774658203
318,4.07209764800563,20450.115203857422
319,4.079849395970859,20701.885223388672
320,4.07212265666167,19750.118255615234
321,4.079826030634946,20385.026931762695
322,4.072147354772974,21279.096603393555
323,4.079802954756941,20042.18101501465
324,4.072171748090153,20179.98695373535
325,4.079780162989013,20279.1690826416
326,4.0721958422168765,20443.201065063477
327,4.079757650119443,20490.88478088379
328,4.072219642627258,20698.070526123047
329,4.0797354110571815,20714.04457092285
330,4.072243154658714,20978.927612304688
331,4.079713440836974,21048.06900024414
332,4.072266383519168,21213.293075561523
333,4.079691734615776,21277.904510498047
334,4.072289334297077,21531.105041503906
335,4.079670287662515,21548.748016357422
336,4.072312011951985,21682.024002075195
337,4.079649095358212,21859.169006347656
338,4.0723344213345865,21981.95457458496
339,4.079628153197497,22047.996520996094
340,4.0723565671741895,22298.812866210938
341,4.079607456772823,22338.8671875
342,4.072378454094017,22441.864013671875
343,4.079587001789736,22566.31851196289
344,4.072400086608671,22779.226303100586
345,4.079566784043499,22852.89764404297
346,4.072421469126708,23116.111755371094
347,4.079546799431486,23509.979248046875
348,4.072442605959001,23383.140563964844
349,4.0795270439455695,23434.877395629883
350,4.072463501314873,23663.043975830078
351,4.079507513667969,23822.784423828125
352,4.072484159309004,23932.218551635742
353,4.079488204768229,24030.92384338379
354,4.072504583961869,24350.881576538086
355,4.079469113503637,24399.0421295166
356,4.072524779206338,24592.876434326172
357,4.07945023621595,24647.951126098633
358,4.072544748885096,24886.131286621094
359,4.079431569327666,24946.928024291992
360,4.072564496755533,25184.86976623535
361,4.079413109340904,25203.943252563477
362,4.072584026493978,25583.02879333496
363,4.079394852834283,25625.944137573242
364,4.072603341694923,25797.128677368164
365,4.079376796461338,25889.158248901367
366,4.072622445872999,26024.818420410156
367,4.07935893695105,26173.114776611328
368,4.072641342469264,26299.715042114258
369,4.079341271099444,26448.01139831543
370,4.072660034847481,26565.074920654297
371,4.079323795775832,26615.142822265625
372,4.072678526300645,26917.695999145508
373,4.079306507911158,26868.104934692383
374,4.072696820050849,27040.719985961914
375,4.079289404508764,27102.947235107422
376,4.07271491925104,27466.0587310791
377,4.079272482628242,27446.03157043457
378,4.072732826989941,27693.03321838379
379,4.079255739398684,27801.036834716797
380,4.072750546288889,27965.784072875977
381,4.079239172004912,28092.86117553711
382,4.072768080108008,28285.02655029297
383,4.079222777688134,28402.80532836914
384,4.07278543134172,28678.89404296875
385,4.0792065537556335,28707.027435302734
386,4.072802602829653,29154.062271118164
387,4.079190497560074,29027.938842773438
388,4.072819597349239,29376.983642578125
389,4.07917460651668,29480.934143066406
390,4.072836417622132,29675.006866455078
391,4.079158878090202,29738.187789916992
392,4.072853066315301,29907.941818237305
393,4.07914330979471,30032.15789794922
394,4.0728695460394215,30324.220657348633
395,4.079127899199492,30379.056930541992
396,4.072885859355279,30696.868896484375
397,4.079112643921049,30843.019485473633
398,4.07290200877111,31013.965606689453
399,4.079097541621444,31069.99397277832
400,4.072917996742594,31635.046005249023
401,4.079082590010517,31342.744827270508
402,4.072933825680102,31607.15103149414
403,4.079067786844885,31696.081161499023
404,4.07294949794403,31898.26011657715
405,4.079053129926121,31892.29965209961
406,4.072965015850333,32067.060470581055
407,4.079038617096419,32246.828079223633
408,4.072980381667013,32553.911209106445
409,4.079024246241636,34055.94825744629
410,4.072995597618434,33782.958984375
411,4.079010015287194,34001.827239990234
412,4.073010665888454,34101.96304321289
413,4.078995922202495,34439.802169799805
414,4.073025588615506,34485.1016998291
415,4.0789819649921535,34676.07498168945
416,4.073040367897696,35068.98880004883
417,4.078968141700378,35531.044006347656
418,4.073055005794608,34345.149993896484
419,4.078954450410868,34389.01901245117
420,4.073069504324507,34552.09732055664
421,4.07894088923847,34596.920013427734
422,4.073083865468965,34850.120544433594
423,4.078927456341512,34992.93327331543
424,4.073098091170558,35094.02275085449
425,4.078914149904567,35322.66616821289
426,4.073112183338029,35624.26567077637
427,4.0789009681526425,35640.23971557617
428,4.0731261438421,35895.82443237305
429,4.078887909340053,36090.850830078125
430,4.073139974517412,36230.80253601074
431,4.078874971755742,36447.04818725586
432,4.073153677169851,36576.98631286621
433,4.078862153718283,36811.113357543945
434,4.073167253565731,36938.90571594238
435,4.078849453579133,37184.00001525879
436,4.07318070544577,37176.13220214844
437,4.078836869719896,37572.86071777344
438,4.073194034512021,37774.80125427246
439,4.078824400550853,38197.994232177734
440,4.0732072424387376,38315.0577545166
441,4.078812044509069,38494.110107421875
442,4.073220330870892,38704.15687561035
443,4.078799800062938,38419.96192932129
444,4.073233301423401,38578.74870300293
445,4.078787665707506,38780.927658081055
446,4.073246155682031,39556.026458740234
447,4.078775639966235,40836.09580993652
448,4.073258895201136,41155.099868774414
449,4.078763721387086,41370.15342712402
450,4.0732715215123845,40631.771087646484
451,4.078751908540332,40796.99516296387
452,4.073284036117379,40950.05989074707
453,4.078740200030294,41166.067123413086
454,4.073296440491734,41226.863861083984
455,4.078728594477098,41581.153869628906
456,4.073308736086687,41717.0524597168
457,4.078717090528221,41969.77615356445
458,4.0733209243244435,42100.19111633301
459,4.0787056868588545,42276.859283447266
460,4.073333006607593,42332.88764953613
461,4.0786943821628086,42607.784271240234
462,4.07334498431124,42809.72480773926
463,4.078683175153828,42967.08106994629
464,4.073356858787248,43108.224868774414
465,4.078672064572897,43439.14985656738
466,4.073368631362285,43520.92742919922
467,4.078661049182484,43707.847595214844
468,4.073380303345441,43848.03771972656
469,4.078650127762514,44178.009033203125
470,4.07339187601947,44218.06335449219
471,4.078639299116451,44392.82417297363
472,4.073403350645002,44445.75309753418
473,4.078628562066284,44643.16368103027
474,4.073414728464336,44906.1393737793
475,4.078617915454976,45143.12744140625
476,4.073426010698085,45296.669006347656
477,4.078607358145866,45586.82441711426
478,4.073437198542547,45926.809310913086
479,4.07859688901894,46065.8073425293
480,4.073448293182229,46290.87448120117
481,4.078586506975809,46570.0626373291
482,4.073459295772295,46743.86978149414
483,4.078576210930413,46961.069107055664
484,4.073470207455793,47297.71614074707
485,4.078565999821827,47357.797622680664
486,4.07348102935456,47789.09683227539
487,4.078555872603109,47756.91032409668
488,4.0734917625725116,47976.016998291016
489,4.078545828244869,48146.00944519043
490,4.073502408195512,49155.95054626465
491,4.078535865733324,49106.83631896973
492,4.073512967290385,49546.241760253906
493,4.0785259840712955,48847.198486328125
494,4.073523440906163,49180.26924133301
495,4.078516182280807,49343.82438659668
496,4.07353383008173,49487.82920837402
497,4.078506459395993,49627.065658569336
498,4.073544135829284,49964.66636657715
499,4.078496814467113,49923.18153381348
500,4.073554359154342,50087.21351623535
501,4.078487246563953,50188.06457519531
502,4.0735645010354276,50486.56463623047
503,4.078477754762335,50699.94926452637
504,4.07357456244858,50929.30793762207
505,4.078468338161491,51138.16261291504
506,4.073584544342847,51260.948181152344
507,4.078458995870503,51521.06285095215
508,4.073594447659481,52005.767822265625
509,4.0784497270137665,52292.1085357666
510,4.073604273321198,52124.977111816406
511,4.078440530725873,52556.753158569336
512,4.073614022241033,53303.00331115723
513,4.078431406162819,52883.86344909668
514,4.073623695311441,53306.81800842285
515,4.078422352485091,53308.963775634766
516,4.073633293414053,53527.116775512695
517,4.078413368869678,53798.19869995117
518,4.073642817418209,54172.99270629883
519,4.078404454508345,54308.89129638672
520,4.073652268179508,54432.15370178223
521,4.07839560860343,54903.03039550781
522,4.0736616465394135,54985.04638671875
523,4.07838683036734,55213.92822265625
524,4.073670953324173,55490.970611572266
525,4.078378119028386,55688.85803222656
526,4.073680189352638,55939.1975402832
527,4.078369473824676,56021.21353149414
528,4.073689355427068,56239.84336853027
529,4.078360894004844,56755.781173706055
530,4.073698452340506,56519.98519897461
531,4.0783523788301315,56932.21092224121
532,4.07370748087378,56988.00086975098
533,4.078343927571121,57279.82521057129
534,4.073716441792222,57444.095611572266
535,4.078335539516531,58002.94876098633
536,4.073725335853568,58257.8182220459
537,4.07832721395337,58105.9455871582
538,4.073734163803748,58326.005935668945
539,4.078318950189455,58669.8055267334
540,4.0737429263772125,58852.9109954834
541,4.07831074754051,59123.992919921875
542,4.073751624297665,59264.6598815918
543,4.078302605327832,59516.90673828125
544,4.073760258276938,59978.00827026367
545,4.078294522886276,60022.11570739746
546,4.073768829018417,60356.14013671875
547,4.078286499562447,60487.985610961914
548,4.073777337213879,60667.75321960449
549,4.078278534706884,60838.937759399414
550,4.073785783546089,61224.937438964844
551,4.078270627686413,61583.9958190918
552,4.073794168685094,61609.98344421387
553,4.078262777868936,62016.01028442383
554,4.073802493296443,62067.03186035156
555,4.07825498463985,62427.28233337402
556,4.073810758034339,62631.13021850586
557,4.078247247390427,62884.09233093262
558,4.073818963537848,62886.23809814453
559,4.078239565515398,63158.03527832031
560,4.073827110443147,63413.85841369629
561,4.078231938424307,63601.97067260742
562,4.073835199377187,64315.080642700195
563,4.078224365533634,64067.840576171875
564,4.073843230956563,64274.07264709473
565,4.07821684626727,64509.86862182617
566,4.073851205788133,64757.10868835449
567,4.078209380056731,64980.03005981445
568,4.073859124471868,65233.94584655762
569,4.078201966344455,65546.98944091797
570,4.073866987595761,65791.84532165527
571,4.0781946045779565,65896.27265930176
572,4.0738747957464305,66396.23641967773
573,4.078187294211734,66011.19041442871
574,4.07388254949703,65816.64085388184
575,4.078180034710886,66198.11058044434
576,4.073890249414258,66432.95288085938
577,4.078172825546239,66413.87939453125
578,4.073897896055715,66661.83471679688
579,4.078165666194564,66684.96131896973
580,4.073905489974112,66854.95376586914
581,4.078158556143847,67232.13195800781
582,4.073913031708911,67451.95388793945
583,4.078151494885549,67694.66400146484
584,4.073920521802883,68171.02432250977
585,4.078144481918402,68191.2899017334
586,4.073927960778845,68387.03155517578
587,4.078137516748358,68602.32353210449
588,4.0739353491612516,68840.74211120605
589,4.078130598892969,69071.76971435547
590,4.073942687462567,69463.96827697754
591,4.078123727864492,69575.78659057617
592,4.073949976191566,70103.16848754883
593,4.078116903193047,69895.26748657227
594,4.073957215849793,70127.01034545898
595,4.0781101244117295,70387.12501525879
596,4.073964406929616,70631.9808959961
597,4.078103391056591,72087.04948425293
598,4.073971549916734,73503.97109985352
599,4.078096702676832,71861.98234558105
600,4.073978645295615,71713.92440795898
601,4.078090058818457,72022.91488647461
602,4.073985693537887,72077.75115966797
603,4.078083459040701,72389.84107971191
604,4.073992695113072,72578.66859436035
605,4.078076902907013,72880.74493408203
606,4.073999650484112,73456.7642211914
607,4.078070389983401,73335.88600158691
608,4.074006560105202,73789.83497619629
609,4.078063919848679,73953.62854003906
610,4.074013424425322,74173.9273071289
611,4.078057492077254,74477.9109954834
612,4.074020243892403,74731.11152648926
613,4.078051106256597,74878.21578979492
614,4.074027018940836,75459.24186706543
615,4.078044761977716,75422.28698730469
616,4.074033750003708,75799.94201660156
617,4.078038458838515,75932.74116516113
618,4.074040437509131,76360.22567749023
619,4.078032196436375,76374.05395507812
620,4.07404708187758,76974.86877441406
621,4.078025974379738,76933.8607788086
622,4.074053683525622,77183.00819396973
623,4.078019792279643,81508.87489318848
624,4.074060242865641,77893.01872253418
625,4.078013649750688,78042.74559020996
626,4.074066760298239,77961.20643615723
627,4.078007546418433,78388.92936706543
628,4.074073236230135,78615.90385437012
629,4.0780014819037005,78871.25015258789
630,4.074079671051742,79069.13757324219
631,4.077995455842436,79369.06814575195
632,4.074086065153204,79963.92250061035
633,4.077989467865268,79747.91526794434
634,4.074092418922926,80179.92973327637
635,4.077983517614193,80217.83828735352
636,4.074098732741346,80448.15063476562
637,4.077977604736256,80938.81607055664
638,4.074105006979396,81235.88562011719
639,4.077971728877585,81508.87489318848
640,4.074111242014287,81806.18286132812
641,4.077965889692341,82044.83985900879
642,4.074117438206984,82341.19415283203
643,4.0779600868377885,82654.95300292969
644,4.074123595919748,82851.17149353027
645,4.0779543199753245,83378.79180908203
646,4.07412971551634,83292.24586486816
647,4.077948588775483,83728.07502746582
648,4.074135797341894,84308.86268615723
649,4.077942892902116,84141.01600646973
650,4.074141841747528,85011.95907592773
651,4.07793723203357,84833.86039733887
652,4.074147849079357,85016.72744750977
653,4.077931605847315,85128.0689239502
654,4.074153819677803,85454.94079589844
655,4.077926014025811,85560.79864501953
656,4.074159753875118,86086.27319335938
657,4.0779204562552955,86740.97061157227
658,4.074165652006117,86512.80403137207
659,4.077914932225192,86815.11878967285
660,4.07417151439488,87049.00741577148
661,4.0779094416289645,87887.04872131348
662,4.074177341372502,87577.81982421875
663,4.077903984162575,87823.86779785156
664,4.074183133252266,88243.96133422852
665,4.077898559532799,88383.91304016113
666,4.074188890350196,88603.01971435547
667,4.077893167436934,90018.03398132324
668,4.074194612983991,90913.05732727051
669,4.077887807585647,91587.06665039062
670,4.074200301459352,91660.0227355957
671,4.077882479692485,91683.14933776855
672,4.074205956079183,92159.98649597168
673,4.077877183471265,92416.04804992676
674,4.074211577149725,92539.31045532227
675,4.077871918642159,92968.94073486328
676,4.074217164962255,93052.86407470703
677,4.077866684922864,93288.89846801758
678,4.074222719817405,92373.13270568848
679,4.077861482044059,92732.90634155273
680,4.0742282419991875,92543.8404083252
681,4.077856309727587,92740.05889892578
682,4.074233731801756,94024.8966217041
683,4.0778511677074825,95210.79063415527
684,4.074239189506034,95506.90650939941
685,4.0778460557206175,95755.81550598145
686,4.0742446153925576,95932.0068359375
687,4.077840973503835,98461.38954162598
688,4.074250009738858,96040.96412658691
689,4.077835920793225,95093.0118560791
690,4.074255372819908,95369.81582641602
691,4.077830897339359,95666.17012023926
692,4.074260704904921,95950.12664794922
693,4.077825902885877,96334.93423461914
694,4.074266006263203,96498.01254272461
695,4.077820937179456,96498.72779846191
696,4.074271277158187,96982.95593261719
697,4.077815999978236,99330.90209960938
698,4.074276517854102,97838.16337585449
699,4.07781109103446,100184.91744995117
700,4.074281728610165,100422.85919189453
701,4.077806210103398,100382.80487060547
702,4.074286909679859,100541.35322570801
703,4.077801356950768,100959.06257629395
704,4.074292061316476,101521.96884155273
705,4.077796531340196,101490.02075195312
706,4.0742971837691755,101678.84826660156
707,4.077791733033677,101935.86349487305
708,4.074302277287617,102171.18263244629
709,4.077786961805038,102716.92276000977
710,4.074307342114732,103282.92846679688
711,4.07778221742006,103291.74995422363
712,4.074312378494962,103615.04554748535
713,4.077777499656363,103936.91062927246
714,4.074317386661566,104131.93702697754
715,4.07777280828968,104360.10360717773
716,4.074322366856412,104550.83847045898
717,4.0777681430999975,104815.95993041992
718,4.074327319313987,105233.90769958496
719,4.07776350387078,105948.92501831055
720,4.0743322442593914,105832.09991455078
721,4.0777588903794095,106138.22937011719
722,4.074337141925899,106583.1184387207
723,4.077754302419514,106316.08963012695
724,4.074342012536279,105883.12149047852
725,4.077749739774963,107403.99360656738
726,4.074346856317001,107492.20848083496
727,4.077745202237782,106165.17066955566
728,4.074351673487027,106660.12763977051
729,4.077740689602982,107553.00521850586
730,4.074356464269436,107439.99481201172
731,4.077736201666305,107636.92855834961
732,4.074361228874718,107925.8918762207
733,4.0777317382235605,108415.12680053711
734,4.074365967519259,109223.1273651123
735,4.077727299073986,108840.2271270752
736,4.0743706804155115,109836.10153198242
737,4.077722884022149,109257.22122192383
738,4.074375367772882,109269.85740661621
739,4.077718492871541,109837.05520629883
740,4.0743800297968145,109946.25091552734
741,4.077714125425713,110380.88798522949
742,4.074384666691724,110782.14645385742
743,4.077709781501905,110731.12487792969
744,4.074389278661192,111067.7719116211
745,4.077705460899027,111208.20045471191
746,4.0743938659064804,112030.9829711914
747,4.077701163440187,112927.91366577148
748,4.074398428625353,112962.00752258301
749,4.077696888930927,114139.79530334473
750,4.074402967013561,117083.07266235352
751,4.077692637195292,114412.06932067871
752,4.074407481266455,114395.1416015625
753,4.077688408047154,114654.0641784668
754,4.074411971572791,115010.02311706543
755,4.077684201309726,117067.09861755371
756,4.074416438126889,117000.10299682617
757,4.077680016802809,117398.02360534668
758,4.074420881115236,117646.2173461914
759,4.077675854353816,117703.91464233398
760,4.074425300721287,117895.12634277344
761,4.077671713786422,118387.93754577637
762,4.074429697132269,118839.97917175293
