Ns,FD,Time
"Stock Price: 50, Strike Price: 50, Interest Rate: 0.1, Volatility: 0.4, Period: 0.4167, BlackScholes Value: 4.076100608769622",,
10,5.775134989209852,957.0121765136719
11,4.9170730286338395,744.8196411132812
12,2.8173005577536743,726.9382476806641
13,4.425013259987489,721.2162017822266
14,4.910708956891073,703.3348083496094
15,4.498791049530435,689.0296936035156
16,3.3575620887051287,689.2681121826172
17,4.2702049265122275,684.9765777587891
18,4.560168411554689,686.6455078125
19,4.3257703363742905,684.9765777587891
20,3.6456649350044628,680.9234619140625
21,4.2121058710327945,682.1155548095703
22,4.393883327268037,679.9697875976562
23,4.241170801074505,2099.9908447265625
24,3.795779540255791,1651.0486602783203
25,4.179603680071855,2280.9505462646484
26,4.302760673691922,2452.850341796875
27,4.194213537359984,752.2106170654297
28,3.878787713570893,741.9586181640625
29,4.157396985318181,1251.9359588623047
30,4.246865681766263,3576.040267944336
31,4.165497729556993,3312.826156616211
32,3.9293090645020032,904.3216705322266
33,4.141561804873872,805.1395416259766
34,4.209881468319372,693.0828094482422
35,4.146605175717918,700.9506225585938
36,3.96269925674008,682.1155548095703
37,4.1300812217015626,669.9562072753906
38,4.184103321109832,677.1087646484375
39,4.133485544622826,667.8104400634766
40,3.98607588293268,683.0692291259766
41,4.121571983800787,682.1155548095703
42,4.1654136896515634,733.8523864746094
43,4.123995493160643,715.0173187255859
44,4.003130569487681,684.9765777587891
45,4.115113405780205,669.0025329589844
46,4.151428778746228,662.0883941650391
47,4.11690652647043,663.9957427978516
48,4.015974000530419,668.7641143798828
49,4.11010355988018,663.0420684814453
50,4.140689813255237,662.0883941650391
51,4.11147060218352,659.942626953125
52,4.025896241921576,660.8963012695312
53,4.106142702980442,660.8963012695312
54,4.1322633083812175,672.1019744873047
55,4.107210377523421,662.0883941650391
56,4.033725349849488,660.8963012695312
57,4.102958714032598,668.0488586425781
58,4.125529164757392,673.0556488037109
59,4.103809392538697,667.8104400634766
60,4.040013908523689,667.0951843261719
61,4.100361743448545,660.8963012695312
62,4.120062255763645,675.201416015625
63,4.101051032259922,663.75732421875
64,4.045142685553894,669.9562072753906
65,4.0982163113688825,679.01611328125
66,4.115563159006026,668.0488586425781
67,4.098782934950897,668.0488586425781
68,4.0493812453075675,667.0951843261719
69,4.096423743889057,669.0025329589844
70,4.111816013153739,679.9697875976562
71,4.096895386734715,676.8703460693359
72,4.052924901952144,671.8635559082031
73,4.0949108447595615,669.9562072753906
74,4.108661996378016,678.0624389648438
75,4.095307748455071,669.9562072753906
76,4.055918050972615,673.7709045410156
77,4.093622415754345,678.7776947021484
78,4.105982137621048,676.1550903320312
79,4.093959671366963,676.8703460693359
80,4.058469349046627,679.01611328125
81,4.092516208850106,675.9166717529297
82,4.103685882458589,679.9697875976562
83,4.092805256120093,679.2545318603516
84,4.060661840547008,677.1087646484375
85,4.091559093842128,679.01611328125
86,4.10170164655811,687.8376007080078
87,4.091805178025269,678.7776947021484
88,4.062552836695274,679.9697875976562
89,4.090531817096806,680.9234619140625
90,4.099057645901792,687.8376007080078
91,4.08877163580023,690.9370422363281
92,4.060287216321679,679.9697875976562
93,4.000169715176536,698.089599609375
94,3.665631372412098,705.9574127197266
95,3.0653381093426404,711.9178771972656
96,2.2075947672277367,684.9765777587891
97,-31.62576500370947,683.0692291259766
98,-171.02292069410177,680.9234619140625
99,-412.7849693973094,686.8839263916016
100,-753.8409643229392,686.1686706542969
101,-12310.506902534662,689.2681121826172
102,-61480.54089527482,689.2681121826172
103,-147168.4079506629,688.7912750244141
104,-268320.7090380461,687.8376007080078
105,-3705296.0074441363,687.1223449707031
106,-18851167.839070663,691.1754608154297
107,-45377649.385229535,693.0828094482422
108,-82968612.59829469,690.9370422363281
109,-978531642.3849363,695.2285766601562
110,-5076565677.569871,695.9438323974609
111,-12290517447.736593,694.0364837646484
112,-22536924870.698524,692.8443908691406
113,-228039468328.01913,694.0364837646484
114,-1207265792745.9026,698.089599609375
115,-2940031799490.582,694.7517395019531
116,-5406849393329.444,694.9901580810547
117,-47130842825120.55,697.1359252929688
118,-254811772343180.12,702.8579711914062
119,-624265849642821.2,696.1822509765625
120,-1151448746029489.5,698.8048553466797
121,-8679484511044912.0,711.9178771972656
122,-4.795783632390871e+16,701.904296875
123,-1.1821210623223378e+17,701.904296875
124,-2.18692876862744e+17,715.0173187255859
125,-1.43047672356379e+18,715.9709930419922
126,-8.084148743331461e+18,715.9709930419922
127,-2.005116039664401e+19,725.9845733642578
128,-3.7206980285841056e+19,724.0772247314453
129,-2.1186229844436373e+20,741.9586181640625
130,-1.225570507217764e+21,731.9450378417969
131,-3.059116654912577e+21,733.8523864746094
132,-5.693868061098788e+21,730.0376892089844
133,-2.830703763426274e+22,731.2297821044922
134,-1.677492181910728e+23,740.05126953125
135,-4.214242094874551e+23,731.9450378417969
136,-7.868121701100229e+23,732.8987121582031
137,-3.4244291351081016e+24,735.9981536865234
138,-2.0806232366536223e+25,735.9981536865234
139,-5.261400201691758e+25,748.8727569580078
