Stock Price,Analytic,BT,MC
,"Strike Price: 50, Interest Rate: 0.1, Volatility: 0.4, Period: 0.4167",,
1,46.98535879175616,46.985833284514435,46.986282606182975
2,46.0114045926985,46.01235357821504,46.00921258387695
3,45.037450393640825,45.038873871915655,45.045238397954186
4,44.06349619458316,44.06539416561627,44.07103296893266
5,43.089541995525494,43.091914459316875,43.094578215010564
6,42.11558779646782,42.11843475301748,42.11810121212568
7,41.141633597410156,41.14495504671811,41.13817082074516
8,40.16767939835249,40.17147534041872,40.1640242922982
9,39.19372519929482,39.19799563411933,39.19631303328252
10,38.21977100023715,38.22451592781994,38.22020569097579
11,37.24581680117949,37.25103622152055,37.24021092601325
12,36.27186260212182,36.277556515221164,36.290315368872335
13,35.29790840306415,35.30407680892177,35.30857271005403
14,34.32395420400648,34.33059710262239,34.33032454535164
15,33.35000000494882,33.35711739632299,33.35173841483868
16,32.37604580589116,32.38363769002361,32.41681385380871
17,31.402091606833764,31.41015798372422,31.44414633020735
18,30.42813740778032,30.436678277424832,30.436080119586688
19,29.454183208773856,29.46319857112544,29.460656047152582
20,28.48022901019852,28.489718864826045,28.442389308223976
21,27.506274814791208,27.516239158526663,27.52632843794175
22,26.532320638497286,26.542759452227273,26.58975689314695
23,25.558366558968086,25.56927974592789,25.581744414035796
24,24.584412898274174,24.5958000396285,24.611907711108998
25,23.610460812761637,23.622320333329114,23.63265372570731
26,22.636513947277038,22.64884062702972,22.625652243713677
27,21.66258251267712,21.675360920730334,21.74803892677677
28,20.688692207405673,20.701881214430955,20.707399770516002
29,19.714901687355884,19.728401508131558,19.744777710450396
30,18.741333380660798,18.754921801832175,18.794587825259455
31,17.768222678415306,17.781442095532782,17.76591457773508
32,16.79598917985593,16.8079623892334,16.785600497932187
33,15.825330275973721,15.834482682934002,15.87003123668634
34,14.857332077736388,14.862584611128376,14.905059305511742
35,13.893586468270328,13.89400920600447,13.929889167713757
36,12.936297446284737,12.93088106306525,12.879445238519352
37,11.988356682007078,11.9763428186952,11.987942503127234
38,11.05336868434732,11.03419718279424,11.070036394713524
39,10.135610651282253,10.111456849244666,10.06783078392095
40,9.239920324380089,9.212247478288694,9.144125431635867
41,8.371515429288685,8.340550717845574,8.356794056645143
42,7.535758487056069,7.504141410980726,7.462364696758729
43,6.737888910196846,6.707424033504812,6.717340111220694
44,5.982748885365918,5.953030781735901,5.911778809540176
45,5.274529966565664,5.249482233840907,5.1886836028759
46,4.6165638168341605,4.593230774765912,4.5958478945200145
47,4.011174104153344,3.9925475744445174,4.032767283693283
48,3.4595985357131878,3.4429274149975075,3.410120246089622
49,2.961981819773132,2.946189612354549,3.02570332875271
50,2.517433174019086,2.5039497810808595,2.4910840461491564
51,2.1241366622732074,2.108817088104949,2.0272186764468287
52,1.7794995029559721,1.7624016028045761,1.7114993732318908
53,1.4803225169661736,1.4627280756839578,1.4504237479109314
54,1.2229777363030239,1.2023314865867123,1.1870839384092997
55,1.0035803743179672,0.9782616552189028,0.9449252991940913
56,0.8181453105007438,0.7903139368128558,0.7786862884984221
57,0.6627214573253741,0.6331913728228682,0.6157786105890841
58,0.5335004466313701,0.5021081154709611,0.5035865418102043
59,0.426898719070343,0.3938165189979062,0.40291280107606764
60,0.3396141698967212,0.30524809981256057,0.30630199417125825
61,0.2686599533251972,0.23393526078861487,0.24711488443303573
62,0.21137891153134628,0.17688691751457025,0.19919582440920913
63,0.165442459706594,0.13237037056353831,0.1418617607791962
64,0.1288377366090175,0.097561080486923,0.11135965592511421
65,0.09984653616215897,0.070637158556578,0.08425301969192421
66,0.07701907539061745,0.05048947637558638,0.07329628033885359
67,0.059145115068368934,0.035505910257500564,0.05583197688860408
68,0.04522439866247828,0.02434049997253846,0.03922413631443798
69,0.03443785864635561,0.016239476744430496,0.031387371529211144
70,0.026120585088723836,0.010507104750960469,0.01871680958834737
71,0.01973717309679646,0.00648753140744895,0.021043031620151118
72,0.014859765943260371,0.0036222564529780135,0.013160998683748598
73,0.011148885033159635,0.0018882880454149456,0.0068662851380657695
74,0.008336977477669347,0.0007389847086241594,0.006104675574384309
75,0.006214506145771607,0.00011807977427376809,0.005364472554331505
76,0.004618344501474596,0.0,0.001895680954623772
77,0.0034222088339676167,0.0,0.001858207682693388
78,0.0025288544735574472,0.0,0.0020399892832708585
79,0.0018637726329769036,0.0,0.0006643782626521832
80,0.0013701445778169844,0.0,0.001210603118897709
81,0.001004835330306063,0.0,0.0001910842683721952
82,0.0007352367339185046,0.0,0.0012832832451259604
83,0.0005367971817946944,0.0,0.00025829125457879566
84,0.00039110118937858414,0.0,0.0002574076283400827
85,0.00028438543904771464,0.0,0.00029484328894963894
86,0.00020639855581727106,0.0,0.000535560054214684
87,0.0001495296085888046,0.0,0.0002345954179914718
88,0.00010814528833682443,0.0,0.0
89,7.808812660383548e-05,0.0,0.0
90,5.629827602215847e-05,0.0,0.0
91,4.052958862631753e-05,0.0,0.0
92,2.913729908926471e-05,0.0,0.0
93,2.0919827410617368e-05,0.0,0.0
94,1.5001306939937218e-05,0.0,0.0
95,1.0744633300004105e-05,0.0,0.0
96,7.68729900834336e-06,0.0,0.0003927737494526542
97,5.494177800814277e-06,0.0,0.0
98,3.9228747879598445e-06,0.0,0.0
99,2.798362809155418e-06,0.0,0.0
