Ns,FD,Time
"Stock Price: 50, Strike Price: 50, Interest Rate: 0.1, Volatility: 0.4, Period: 0.4167, BlackScholes Value: 4.076100608769622",,
10,5.780211632179535,529.7660827636719
11,4.929017556774517,353.09791564941406
12,2.840087831696561,333.0707550048828
13,4.4356104120212505,329.9713134765625
14,4.92008667248138,324.01084899902344
15,4.515725877049863,324.7261047363281
16,3.3891849737063766,323.0571746826172
17,4.287666514198954,323.0571746826172
18,4.574156071403495,321.1498260498047
19,4.345283958470742,319.9577331542969
20,3.6783544259212886,319.0040588378906
21,4.233264580947734,319.9577331542969
22,4.411405213495691,319.9577331542969
23,4.261920174323228,322.10350036621094
24,3.8257626723953964,318.76564025878906
25,4.201833455326658,319.9577331542969
26,4.322350075874052,323.0571746826172
27,4.215707440969114,321.1498260498047
28,3.906244042267456,319.9577331542969
29,4.17978159509741,757.9326629638672
30,4.267534491898121,424.8619079589844
31,4.187481892930492,367.87986755371094
32,3.9553555634227955,426.0540008544922
33,4.164035964671673,362.15782165527344
34,4.2311735410272595,347.8527069091797
35,4.168900534623269,337.83912658691406
36,3.988001160689661,330.92498779296875
37,4.152677813207944,332.11708068847656
38,4.205813062976302,324.9645233154297
39,4.155987017898566,326.8718719482422
40,4.010921775088198,327.82554626464844
41,4.144279151460203,325.91819763183594
42,4.18742168930005,327.11029052734375
43,4.1466434471099936,324.01084899902344
44,4.027666296255701,322.8187561035156
45,4.137909546230195,328.06396484375
46,4.173656651231015,325.6797790527344
47,4.139662684341593,323.0571746826172
48,4.040286462555062,321.8650817871094
49,4.1329700994286105,324.01084899902344
50,4.1630796643127415,326.1566162109375
51,4.134295984971541,308.990478515625
52,4.050016748571855,307.0831298828125
53,4.129041345353704,306.12945556640625
54,4.154566585508845,306.12945556640625
55,4.129510615762367,311.13624572753906
56,4.056583143787574,306.12945556640625
57,4.125217056277329,308.03680419921875
58,4.140910275004552,305.8910369873047
59,4.106354699652088,308.03680419921875
60,4.024062769923918,402.9273986816406
61,4.10828781814299,357.8662872314453
62,3.9574758177253866,329.9713134765625
63,3.582819009082381,367.16461181640625
64,2.994810117599544,322.8187561035156
65,3.871650681117398,315.9046173095703
66,0.34816344037262237,313.04359436035156
67,-7.378622001458766,310.1825714111328
68,-19.123266017858395,313.04359436035156
69,0.8075743932452664,310.65940856933594
70,-59.173626154528364,309.94415283203125
71,-195.6903025502413,314.95094299316406
72,-405.55347663356076,304.93736267089844
73,-32.31855812876694,305.8910369873047
74,-875.9454254638566,304.93736267089844
75,-2887.7596072052174,312.0899200439453
76,-6021.648446205239,305.8910369873047
77,-345.1184796480053,305.8910369873047
78,-10357.573637527745,314.7125244140625
79,-35463.229674613,308.990478515625
80,-75096.0915579333,308.990478515625
81,-3117.5481006044356,304.93736267089844
82,-104982.62321204534,305.8910369873047
83,-374407.81260663597,308.990478515625
84,-805408.826488555,304.93736267089844
85,-27773.036527002077,306.84471130371094
86,-928821.9129247671,309.94415283203125
87,-3450669.7775315647,316.1430358886719
88,-7538062.119385591,317.3351287841797
89,-251024.88703453343,312.0899200439453
90,-7269646.262000926,311.13624572753906
91,-28122311.125362273,313.9972686767578
92,-62357909.363367274,314.2356872558594
93,-2231616.3686031983,312.0899200439453
94,-50928763.74154037,313.75885009765625
95,-205012821.78635645,321.1498260498047
96,-461190449.5445534,313.2820129394531
97,-18679328.848472387,312.0899200439453
98,-322717418.77399886,311.13624572753906
99,-1350682015.9689853,314.2356872558594
100,-3080855325.215318,313.9972686767578
101,-143288163.3325787,313.04359436035156
102,-1866913768.251337,313.04359436035156
103,-8115969243.851051,313.9972686767578
104,-18759913343.862183,316.85829162597656
105,-998027092.706166,313.04359436035156
106,-9941336955.845402,313.9972686767578
107,-44841099116.99107,315.9046173095703
108,-104976301012.30988,313.75885009765625
109,-6317824562.417685,313.2820129394531
110,-49085408948.87375,313.2820129394531
111,-229456728203.12183,318.28880310058594
112,-543745967998.3574,315.1893615722656
113,-36545140537.37857,314.95094299316406
114,-226180366341.213,321.8650817871094
115,-1094473313585.5566,334.2628479003906
116,-2623872489474.5234,335.2165222167969
117,-194491701588.4301,328.06396484375
118,-978234568135.7695,332.83233642578125
119,-4894097971777.882,327.82554626464844
120,-11863778899087.273,316.85829162597656
121,-958958628825.2947,315.9046173095703
122,-3991441836826.7637,325.91819763183594
123,-20621294291914.54,316.1430358886719
124,-50519547383272.37,319.0040588378906
125,-4409169399072.004,324.01084899902344
126,-15434257630518.594,324.249267578125
127,-82245155395350.47,324.01084899902344
128,-203534382782634.0,326.8718719482422
129,-19016902227599.71,329.01763916015625
130,-56789677567832.625,326.8718719482422
131,-311762092256117.7,327.82554626464844
132,-778997790852726.6,321.1498260498047
133,-77347318289825.05,325.91819763183594
134,-199551189945363.5,322.8187561035156
135,-1127301531503396.2,321.1498260498047
136,-2842828935539554.0,323.0571746826172
137,-298068322048480.3,324.249267578125
138,-671819011705064.2,321.1498260498047
139,-3901091551923428.0,323.0571746826172
