Ns,FD,Time
"Stock Price: 50, Strike Price: 50, Interest Rate: 0.1, Volatility: 0.4, Period: 0.4167, BlackScholes Value: 4.076100608769622",,
10,5.733662046789893,479.2213439941406
11,4.866818777843338,285.14862060546875
12,2.7461053072176447,265.8367156982422
13,4.389479682896795,258.2073211669922
14,4.8799403641700705,251.77001953125
15,4.448070089873273,250.81634521484375
16,3.2668059141748316,252.00843811035156
17,4.218792161034587,246.0479736328125
18,4.518257609838452,245.09429931640625
19,4.26823186027473,247.00164794921875
20,3.5511385920977294,287.05596923828125
21,4.150605451798734,247.00164794921875
22,4.342345695583763,249.8626708984375
23,4.179541055962641,244.8558807373047
24,3.7065096433608256,248.19374084472656
25,4.114174476898581,247.2400665283203
26,4.245149349332079,250.10108947753906
27,4.130177589672599,246.7632293701172
28,3.7956106227871196,250.10108947753906
29,4.09074632079444,255.82313537597656
30,4.185742297979828,249.8626708984375
31,4.099966914422718,251.0547637939453
32,3.850367485192645,249.1474151611328
33,4.0744050349086764,249.8626708984375
34,4.1466483572623165,258.9225769042969
35,4.080108386027427,642.0612335205078
36,3.886350395669678,267.7440643310547
37,4.062556370047632,257.0152282714844
38,4.119493233367056,257.9689025878906
39,4.066335532632409,257.0152282714844
40,3.911340360147733,262.97569274902344
41,4.0537335747007095,259.8762512207031
42,4.099841640171295,257.0152282714844
43,4.056382125100109,266.07513427734375
44,3.929461909978616,265.1214599609375
45,4.047012940802237,260.8299255371094
46,4.085153108152362,268.9361572265625
47,4.0489511905485704,260.1146697998047
48,3.943053568300465,263.9293670654297
49,4.0417883623554145,260.8299255371094
50,4.073882156408815,265.8367156982422
51,4.043255009284278,262.97569274902344
52,3.953525436818982,261.7835998535156
53,4.037652346118979,251.77001953125
54,4.065042905687442,257.0152282714844
55,4.0387918255097075,266.07513427734375
56,3.9617727648578867,259.16099548339844
57,4.034324918620817,257.9689025878906
58,4.057981719080159,259.16099548339844
59,4.0352293706411775,267.98248291015625
60,3.9683883307487804,275.1350402832031
61,4.031609595472853,478.0292510986328
62,4.052251073615983,338.7928009033203
63,4.032340374062975,417.94776916503906
64,3.9737783801433277,368.1182861328125
65,4.029365647540464,369.07196044921875
66,4.04753607960703,315.9046173095703
67,4.029965057029464,416.04042053222656
68,3.9782294086891143,337.1238708496094
69,4.027490341638604,360.9657287597656
70,4.043609893455774,314.95094299316406
71,4.027988404188474,295.87745666503906
72,3.9819484172152153,291.8243408203125
73,4.025907356878341,289.9169921875
74,4.040305710339611,292.77801513671875
75,4.026325901047101,291.1090850830078
76,3.985088119635826,288.0096435546875
77,4.0245590813217635,288.0096435546875
78,4.03749863775899,291.8243408203125
79,4.024914310665813,292.06275939941406
80,3.987763245674613,289.67857360839844
81,4.02340138961714,292.06275939941406
82,4.0350936532938695,311.13624572753906
83,4.023705550449353,293.731689453125
84,3.9900613798879183,294.9237823486328
85,4.022400036700841,294.2085266113281
86,4.033017417500014,298.9768981933594
87,4.022662531803148,301.12266540527344
88,3.992050343240788,303.03001403808594
89,4.02152812395674,301.12266540527344
90,4.0312125921432616,360.9657287597656
91,4.021756274587032,305.17578125
92,3.9937833273448895,314.2356872558594
93,4.020764289987977,316.85829162597656
94,4.029633823733883,310.8978271484375
95,4.02096386844252,308.03680419921875
96,3.9953025331462912,308.990478515625
97,4.020091399376748,15838.861465454102
98,4.028244856645008,1357.7938079833984
99,4.020267008252947,2631.1874389648438
100,3.996641793370388,509.9773406982422
101,4.019495579181046,385.04600524902344
102,4.027016426589347,417.94776916503906
103,4.0196509260341955,447.98851013183594
104,3.9978284913991446,278715.8489227295
105,4.018965501881434,262572.0500946045
106,4.025924702232822,299809.21745300293
107,4.019103601148549,209666.96739196777
108,3.9988849847796164,258651.0181427002
109,4.018491845420221,275073.766708374
110,4.024950117713365,290717.84019470215
111,4.0186151689116825,246495.96214294434
112,3.999829674580214,281023.9791870117
113,4.01806688213671,290469.1696166992
114,4.024076487836792,303981.06575012207
115,4.018177472598439,296223.87886047363
116,4.000677817997657,270143.0320739746
117,4.017684162644613,286447.04818725586
118,4.023290330316499,98392.96340942383
119,4.0177837204328535,220498.08502197266
120,4.001442152432568,196792.1257019043
121,4.017338270422394,273910.9992980957
122,4.02258034146096,242149.11460876465
123,4.017428220351959,290263.17596435547
124,4.002133379486051,180713.89198303223
125,4.0170246296188825,228132.0095062256
126,4.02193698683675,240556.001663208
127,4.017106173019524,222303.3905029297
128,4.002760543738336,269904.85191345215
129,4.016739353295284,293237.92457580566
130,4.021352178959837,240895.03288269043
131,4.016813508912739,253642.79747009277
132,4.003331331692889,226181.0302734375
133,4.0164791226726475,170132.87544250488
134,4.0208190214868145,216550.11177062988
135,4.016546759072393,233275.8903503418
136,4.0038523095741345,63939.09454345703
137,4.016241090356082,230783.93936157227
138,4.020331604670645,257201.1947631836
139,4.016302951794115,260149.0020751953
